Model,Train_Accuracy,Test_Accuracy,AUC,DP_Age,EO_Age,DP_Sex,EO_Sex
Logistic Regression,0.77,0.7766666666666666,0.7976719576719576,0.015427769985974726,0.029433253313850383,0.04173683491875657,0.007168458781361964
